Sale_Order_No,Order_Date,Plant,Product_Group,Product,Unit_Price,System_Price,Price_Variance_Pct
SO8084890,2026-04-06,P103,DW,DW,358.47,421.86,17.68348815800485
SO8047360,2026-04-06,P104,COOKING,COOKTOP,1223.29,1558.51,27.40315052031816
SO8084407,2026-04-06,P101,REF,BMF,1205.67,1529.16,26.830724825200924
SO8038084,2026-04-07,P104,REF,SBS,1620.38,1893.55,16.85839124156061
SO8002356,2026-04-07,P102,DW,DW,493.66,633.44,28.315034639225384
SO8045571,2026-04-08,P102,DW,DW,843.4,957.98,13.585487313255875
SO8066665,2026-04-08,P106,COOKING,MWO,348.71,414.23,18.789251813828123
SO8077774,2026-04-08,P102,COOKING,COOKTOP,1800.62,2372.72,31.77238951027979
SO8081503,2026-04-09,P105,REF,WINE CELLAR,2946.11,3825.07,29.834595449592854
SO8035762,2026-04-10,P101,LAUNDRY,WASHER,490.52,613.57,25.08562342004405
SO8019252,2026-04-10,P105,DW,DW,647.15,833.17,28.744495093873134
SO8082574,2026-04-11,P103,REF,BMF,856.61,1080.03,26.081880902627795
SO8082228,2026-04-11,P107,REF,SBS,836.78,964.13,15.219053992686252
SO8061670,2026-04-12,P103,REF,FDR,1586.11,1999.95,26.091506894225507
SO8044143,2026-04-12,P104,LAUNDRY,DRYER,1190.21,1445.77,21.471841103670776
SO8013686,2026-04-12,P107,COOKING,COOKTOP,1149.23,1364.35,18.718620293587872
SO8084461,2026-04-12,P108,COOKING,MWO,1464.6,1965.89,34.22709272156222
SO8066443,2026-04-12,P106,LAUNDRY,WASHER,1583.95,2033.45,28.37842103601755
SO8088852,2026-04-13,P101,REF,BMF,2964.29,3822.5,28.951620792837407
SO8058791,2026-04-13,P102,LAUNDRY,WASHER,734.96,966.06,31.443888102753874
SO8033061,2026-04-13,P105,REF,FDR,2283.57,3055.09,33.78569520531448
SO8073797,2026-04-14,P102,REF,SBS,3163.55,3705.33,17.125697396911686
SO8078191,2026-04-15,P104,REF,BMF,883.4,1039.28,17.645460719945664
SO8060313,2026-04-15,P102,REF,FDR,3082.24,3953.14,28.25542462624585
SO8007385,2026-04-15,P104,REF,SBS,2111.32,2411.25,14.205804899304692
SO8053979,2026-04-16,P103,REF,SBS,1095.11,1462.13,33.51444147163301
SO8029772,2026-04-16,P102,LAUNDRY,WASHER,904.2,1106.51,22.37447467374474
SO8004236,2026-04-16,P106,COOKING,RANGE/COOKER,694.94,888.41,27.839813509079907
SO8077409,2026-04-16,P101,COOKING,OVEN,1801.12,2060.08,14.377720529448347
SO8069222,2026-04-16,P106,DW,DW,1111.4,1268.07,14.096634874932503
SO8081530,2026-04-16,P102,COOKING,RANGE/COOKER,861.39,968.83,12.472863627392941
SO8010344,2026-04-16,P101,REF,FDR,1968.59,2576.08,30.859142838275112
SO8037519,2026-04-17,P102,REF,SBS,2775.97,3237.75,16.63490599682274
SO8013225,2026-04-17,P102,REF,1DOOR,1868.85,2400.05,28.423897048987364
SO8026855,2026-04-18,P105,REF,BMF,2282.96,2785.1,21.99512913060237
SO8085020,2026-04-20,P105,COOKING,OTHERS,1736.57,2127.75,22.526013923999614
SO8033880,2026-04-20,P104,DW,DW,816.83,1040.03,27.32514721545486
SO8072848,2026-04-22,P104,REF,TMF,1521.3,1973.68,29.73640964964176
SO8001135,2026-04-22,P104,COOKING,OVEN,983.23,1147.56,16.713281734690757
SO8034070,2026-04-22,P104,REF,SBS,3060.95,4109.11,34.24296378575279
SO8089620,2026-04-22,P104,LAUNDRY,WASHER,1147.34,1335.09,16.363937455331463
SO8046663,2026-04-22,P103,REF,WINE CELLAR,1821.79,2126.32,16.715977143359016
SO8020127,2026-04-22,P103,COOKING,COOKTOP,1178.51,1568.31,33.07566333760426
SO8012965,2026-04-23,P102,COOKING,MWO,1092.5,1453.5,33.04347826086956
SO8018564,2026-04-23,P108,REF,1DOOR,1942.2,2615.28,34.655545257954905
SO8088081,2026-04-23,P103,REF,1DOOR,907.83,1137.18,25.263540530716107
SO8002698,2026-04-25,P102,DW,DW,853.93,1050.07,22.969095827526846
SO8064621,2026-04-25,P104,DW,DW,467.64,606.8,29.757933453083563
SO8051281,2026-04-26,P102,DW,DW,1075.89,1391.83,29.365455576313543
SO8059385,2026-04-26,P104,COOKING,COOKTOP,1417.91,1639.21,15.607478612887979
SO8036299,2026-04-27,P104,REF,TMF,3133.77,3957.56,26.287506741081827
SO8031134,2026-04-27,P105,REF,SBS,2224.24,2755.17,23.870175880300703
SO8004914,2026-04-27,P102,COOKING,OTHERS,619.73,703.37,13.496199958046242
SO8030397,2026-04-27,P103,REF,SBS,1829.69,2141.3,17.030753843547274
SO8089498,2026-04-27,P106,REF,FDR,809.53,1045.76,29.181129791360423
SO8013922,2026-04-28,P108,DW,DW,680.9,810.22,18.992509913349988
SO8010781,2026-04-28,P102,REF,1DOOR,1822.8,2300.48,26.20583717357911
SO8064952,2026-04-28,P108,LAUNDRY,WASHER,738.68,882.64,19.48881789137381
SO8050342,2026-04-28,P104,LAUNDRY,WASHER,1544.61,2083.51,34.88906584833714
SO8053138,2026-04-29,P103,COOKING,COOKTOP,1479.14,1668.59,12.808118230863869
SO8051356,2026-04-29,P102,COOKING,RANGE/COOKER,369.96,446.22,20.613039247486228
SO8012666,2026-04-30,P104,LAUNDRY,DRYER,1252.55,1673.51,33.60823919204823
SO8059032,2026-04-30,P101,REF,TMF,3183.36,4236.09,33.06977533172497
SO8013204,2026-04-30,P104,REF,1DOOR,1284.12,1480.89,15.323334267825455
SO8000903,2026-04-30,P103,DW,DW,998.57,1311.97,31.384880378941883
SO8047189,2026-05-01,P103,COOKING,OTHERS,1262.16,1644.62,30.302021930658533
SO8059923,2026-05-01,P103,COOKING,RANGE/COOKER,1259.29,1416.04,12.447490252443838
SO8058676,2026-05-02,P105,COOKING,OTHERS,898.15,1010.28,12.484551578244169
SO8083140,2026-05-02,P108,REF,BMF,2931.8,3509.76,19.71348659526571
SO8063930,2026-05-02,P107,COOKING,MWO,1595.17,2059.95,29.136706432543225
SO8072840,2026-05-03,P103,REF,TMF,2531.45,3074.63,21.4572675739201
SO8074312,2026-05-04,P101,REF,SBS,1043.75,1382.72,32.47616766467066
SO8014253,2026-05-04,P105,REF,WINE CELLAR,2454.4,2768.88,12.812907431551498
SO8074639,2026-05-04,P102,REF,BMF,1590.06,1788.77,12.497012691344983
SO8076637,2026-05-04,P103,DW,DW,846.67,1074.37,26.89359490710666
SO8033431,2026-05-04,P104,REF,TMF,1482.74,1863.94,25.70916006852179
SO8021997,2026-05-05,P103,DW,DW,819.66,1032.93,26.019325086011285
SO8009040,2026-05-05,P103,REF,FDR,3024.05,3840.78,27.007820637886276
SO8018573,2026-05-05,P102,COOKING,COOKTOP,605.87,746.26,23.171637479987453
SO8033729,2026-05-05,P107,LAUNDRY,DRYER,1268.21,1447.8,14.160903951238351
SO8070281,2026-05-06,P103,LAUNDRY,WASHER,1194.35,1419.84,18.879725373634194
SO8026222,2026-05-06,P107,REF,BMF,1971.97,2566.38,30.1429534932073
SO8086215,2026-05-06,P104,REF,1DOOR,2929.92,3648.89,24.53889525993883
SO8084337,2026-05-06,P103,REF,1DOOR,2989.69,3427.82,14.654696640788847
SO8043061,2026-05-07,P105,REF,BMF,1489.85,1866.55,25.284424606504015
SO8051984,2026-05-07,P103,DW,DW,1106.97,1315.84,18.86862335925995
SO8056699,2026-05-07,P103,REF,1DOOR,1209.05,1537.98,27.205657334270718
SO8019732,2026-05-07,P101,REF,TMF,1351.75,1748.86,29.377473645274637
SO8037903,2026-05-07,P106,DW,DW,655.53,874.26,33.366893963662996
SO8074349,2026-05-08,P101,COOKING,OVEN,1233.48,1571.98,27.44268249181178
SO8074344,2026-05-08,P104,COOKING,MWO,945.63,1097.07,16.014720345166708
SO8024475,2026-05-09,P103,REF,TMF,2228.69,2896.65,29.97096949328978
SO8050643,2026-05-09,P102,REF,FDR,1681.48,2259.58,34.38042676689582
SO8081172,2026-05-09,P104,DW,DW,635.98,718.38,12.956382276172201
SO8051953,2026-05-09,P102,DW,DW,389.04,452.42,16.29138391939132
SO8059623,2026-05-10,P102,DW,DW,718.9,890.88,23.922659618862156
SO8020538,2026-05-10,P103,REF,TMF,2662.12,3352.43,25.93083707721665
SO8089764,2026-05-10,P104,LAUNDRY,WASHER,631.99,839.02,32.758429721989266
SO8068643,2026-05-11,P108,COOKING,MWO,1478.05,1938.7,31.16606339433714
SO8082965,2026-05-11,P104,REF,WINE CELLAR,2815.26,3484.57,23.77435831859224
SO8025700,2026-05-11,P106,DW,DW,1191.93,1597.2,34.0011577861116
SO8071658,2026-05-12,P102,DW,DW,852.98,1081.84,26.830640812211293
SO8041111,2026-05-12,P107,REF,1DOOR,1090.59,1316.08,20.67596438624965
SO8039021,2026-05-13,P102,COOKING,MWO,1394.93,1597.27,14.50538736710802
SO8021249,2026-05-14,P108,REF,WINE CELLAR,1243.78,1614.64,29.81717023910982
SO8019793,2026-05-14,P104,COOKING,OVEN,652.43,850.03,30.286774060052423
SO8074857,2026-05-15,P102,LAUNDRY,WASHER,1306.11,1743.03,33.45200633943543
SO8015268,2026-05-16,P103,REF,SBS,2768.9,3317.49,19.812560944779502
SO8067768,2026-05-18,P103,REF,1DOOR,1516.07,1998.56,31.825047656110865
SO8020516,2026-05-19,P103,LAUNDRY,DRYER,1391.48,1644.74,18.2007646534625
SO8008757,2026-05-21,P101,REF,WINE CELLAR,2949.49,3711.87,25.847858443324107
SO8077335,2026-05-21,P105,COOKING,MWO,1633.9,2171.21,32.885121488463184
SO8086213,2026-05-22,P103,LAUNDRY,WASHER,763.86,1031.02,34.97499541800853
SO8053600,2026-05-22,P101,COOKING,MWO,859.49,1077.8,25.39994647988923
SO8039826,2026-05-22,P106,REF,FDR,2622.93,3446.57,31.401524249598744
SO8037527,2026-05-24,P101,REF,WINE CELLAR,1142.49,1361.42,19.16253096307189
SO8019548,2026-05-24,P104,LAUNDRY,DRYER,897.56,1031.73,14.94830429163511
SO8011132,2026-05-24,P102,REF,1DOOR,2527.57,3193.97,26.365244088195368
SO8038308,2026-05-25,P104,COOKING,MWO,1496.27,1808.39,20.859871547247497
SO8042217,2026-05-26,P101,REF,1DOOR,2584.29,3370.43,30.419960608136083
SO8082923,2026-05-27,P106,REF,BMF,3112.98,3604.47,15.78840853458743
SO8069681,2026-05-28,P103,REF,WINE CELLAR,2901.24,3285.42,13.24192414278034
SO8049221,2026-05-29,P102,REF,SBS,2461.14,3139.13,27.54780305061883
SO8009669,2026-05-29,P104,REF,SBS,2787.48,3174.05,13.868081564710785
SO8038125,2026-05-29,P102,LAUNDRY,DRYER,1092.27,1300.47,19.061221126644515
SO8082565,2026-05-30,P101,LAUNDRY,DRYER,1046.98,1401.31,33.843053353454685
SO8073471,2026-05-30,P105,DW,DW,637.41,722.89,13.410520700961708
SO8031262,2026-05-30,P103,LAUNDRY,DRYER,786.89,988.31,25.596970351637456
SO8054903,2026-06-01,P102,LAUNDRY,WASHER,1269.58,1691.58,33.23933899399802
SO8086926,2026-06-01,P108,DW,DW,1016.03,1160.78,14.246626575986928
SO8007373,2026-06-01,P104,REF,FDR,2778.94,3693.83,32.92226532418835
SO8087459,2026-06-01,P102,DW,DW,726.65,874.0,20.277988027248337
SO8027463,2026-06-02,P105,COOKING,RANGE/COOKER,666.12,883.83,32.68330030625113
SO8041770,2026-06-02,P104,REF,SBS,1798.69,2154.97,19.80774897286357
SO8025041,2026-06-02,P104,LAUNDRY,DRYER,793.28,948.15,19.522741024606695
SO8025096,2026-06-02,P106,COOKING,COOKTOP,406.64,511.2,25.71316151878812
SO8035471,2026-06-03,P106,REF,BMF,2060.07,2406.38,16.81059381477328
SO8000031,2026-06-04,P108,REF,TMF,1505.73,1788.45,18.776274630909924
SO8016100,2026-06-05,P104,DW,DW,933.57,1213.17,29.949548507342783
SO8038853,2026-06-06,P102,COOKING,MWO,1588.84,1909.13,20.15873215679365
SO8061176,2026-06-07,P101,REF,TMF,821.24,1022.8,24.543373435292963
SO8072363,2026-06-07,P102,DW,DW,841.75,980.8,16.519156519156514
SO8007899,2026-06-07,P102,REF,WINE CELLAR,3005.28,3950.72,31.459298301655735
SO8042166,2026-06-08,P102,DW,DW,520.23,675.58,29.861791899736655
SO8015882,2026-06-08,P105,LAUNDRY,DRYER,629.9,745.02,18.275916812192413
SO8056428,2026-06-10,P103,COOKING,OTHERS,1364.62,1693.31,24.086558895516706
SO8080584,2026-06-10,P101,DW,DW,552.3,671.28,21.542639869636073
SO8082815,2026-06-10,P105,REF,1DOOR,2203.71,2666.37,20.99459547762636
SO8043878,2026-06-10,P103,COOKING,OVEN,601.29,746.76,24.192985082073548
SO8011549,2026-06-10,P103,LAUNDRY,WASHER,1500.05,1706.49,13.762207926402455
SO8065624,2026-06-11,P106,COOKING,COOKTOP,423.56,518.74,22.471432618755312
SO8073958,2026-06-11,P103,LAUNDRY,DRYER,738.99,878.34,18.856818089554668
SO8036462,2026-06-11,P108,LAUNDRY,WASHER,760.75,1014.55,33.36181399934275
SO8036887,2026-06-11,P104,REF,FDR,2901.8,3905.18,34.577848232131764
SO8044854,2026-06-11,P107,REF,FDR,3090.76,3575.69,15.689668560483499
SO8049524,2026-06-12,P105,REF,SBS,2278.63,2652.17,16.393183623493062
SO8000743,2026-06-12,P103,COOKING,COOKTOP,921.52,1169.49,26.908802847469403
SO8073317,2026-06-13,P103,LAUNDRY,DRYER,1092.29,1265.84,15.888637632863064
SO8027204,2026-06-13,P106,REF,WINE CELLAR,3112.29,3860.06,24.026360011438523
SO8030957,2026-06-14,P104,COOKING,COOKTOP,1192.94,1476.85,23.799185206297036
SO8088793,2026-06-14,P107,LAUNDRY,DRYER,925.34,1092.6,18.075518187909296
SO8026517,2026-06-14,P101,COOKING,MWO,513.31,616.45,20.0931211158949
SO8078797,2026-06-17,P106,LAUNDRY,DRYER,466.75,594.06,27.27584359935725
SO8015333,2026-06-17,P106,REF,WINE CELLAR,2028.76,2738.41,34.97949486385772
SO8042275,2026-06-17,P103,LAUNDRY,DRYER,850.79,1037.51,21.946661338285598
SO8072701,2026-06-17,P101,LAUNDRY,WASHER,1238.77,1600.81,29.225764266167243
SO8043601,2026-06-17,P101,REF,BMF,863.97,1115.64,29.12948366262718
SO8003284,2026-06-18,P101,REF,TMF,2988.74,3925.39,31.339293481534032
SO8027523,2026-06-18,P101,REF,FDR,2435.96,2783.33,14.260086372518426
SO8068102,2026-06-19,P104,COOKING,RANGE/COOKER,670.84,777.28,15.866674616898207
SO8056653,2026-06-19,P101,COOKING,RANGE/COOKER,693.31,847.81,22.28440380205103
SO8063772,2026-06-19,P102,REF,BMF,1059.14,1215.04,14.719489397057975
SO8000357,2026-06-19,P104,DW,DW,956.82,1224.87,28.014673606320923
SO8081749,2026-06-19,P103,LAUNDRY,WASHER,1471.92,1929.26,31.070982118593392
SO8035923,2026-06-19,P101,REF,1DOOR,2310.63,2914.78,26.14654877674055
SO8036372,2026-06-19,P103,COOKING,RANGE/COOKER,1767.51,2169.35,22.734807723860115
SO8026293,2026-06-19,P105,COOKING,MWO,891.66,1014.99,13.831505282282489
SO8020548,2026-06-19,P107,REF,SBS,2396.66,2700.52,12.678477547920863
SO8059051,2026-06-19,P104,COOKING,RANGE/COOKER,394.48,526.58,33.48712228756845
SO8037774,2026-06-19,P101,COOKING,RANGE/COOKER,1139.34,1313.04,15.24566854494708
SO8058255,2026-06-19,P106,REF,SBS,2718.6,3505.34,28.939159861693533
